イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
WE025	18	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ18: 財政圧力が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE026	18	世界イベント	地政学SNS不安拡散の高止まり	0.70	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ18: 財政圧力が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE027	18	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ18: 財政圧力が83.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は22.2。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB023	19	社会反応	生活防衛シフト	0.59	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労67.1、公平感欠損50.5、生活防衛36.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB023	19	社会反応	生活防衛シフト	0.59	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労67.1、公平感欠損50.5、生活防衛36.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE019	19	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査・顧客折衝とAI運用 / 桐野市産業雇用課: 採用補助は更に絞る。定着・相談同意・技能更新を必須 / 未来通信システム株式会社: 新卒は厳選維持、中途は公共・監査・省エネDCを増枠	首都圏業務支援株式会社: 新卒枠が細り選別不安増、監督/対人役の伸びしろ拡大 / 桐野市産業雇用課: 補助縮小で不安増。実習と相談導線が定着を下支え / 未来通信システム株式会社: 厳選採用で不安増、透明な育成で納得感を補強 現役側には 首都圏業務支援株式会社: 再配置と再学習負荷増、外注/非正規に不安と調整集中 / 桐野市産業雇用課: 再配置・技能更新の負担増。救済窓口が心理的安全を補完 / 未来通信システム株式会社: 再訓練負荷増も、配置転換で雇用不安を抑える
PL018_01	19	政策探索	非強制・停止条件つき1枚設計図を最上流に固定	0.62	注意層（制度不信/監視懸念/対象外感/手続き離脱/現役納税/未婚・非出産選択者含む）	制度信頼↑ 誤解↓ 副作用圧↓ 政策疲労↓ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層95.7%で副作用圧100・政策疲労高止まり。拡大より“非強制の見える化+手続き負荷の分散”が先。	制度が増えるほど監視や強制に見えて不安で、結局どこまで任意なのか分からない。
PL018_02	19	政策探索	ワンストップ負荷分散+代理・同伴予約を前倒し（非強制）	0.58	注意層（デジタル弱者/情報過敏/手続き離脱）＋自治体窓口逼迫地域＋支援検討層	手続き到達↑ 政策疲労↓ 不公平感↓ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層95.7%で副作用圧100・政策疲労高止まり。拡大より“非強制の見える化+手続き負荷の分散”が先。	結局手続きが難しくて辿り着けない人が損していて、得する人だけが得してる感じがする。
FB024	20	社会反応	生活防衛シフト	0.44	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労67.0、公平感欠損49.3、生活防衛28.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB024	20	社会反応	生活防衛シフト	0.44	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労67.0、公平感欠損49.3、生活防衛28.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE020	20	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は信頼・監査人材を厚め / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査・顧客折衝とAI運用を優先 / 関東広域ロジスティクス株式会社: 新卒は現場監督候補を絞り維持、中途・外注で繁忙を吸収	未来通信システム株式会社: 採用の厳選で不安増、研修の安心支援が重要化 / 首都圏業務支援株式会社: 採用枠は細り不安増、監査・対人対応型の育成が増える / 関東広域ロジスティクス株式会社: 現場起点の成長機会は残るが、選別感と将来不安が増える 現役側には 未来通信システム株式会社: 説明責任業務が増え、再訓練と負荷が上がる / 首都圏業務支援株式会社: 配置転換と再学習圧力が上がり、外注側へ不安が波及 / 関東広域ロジスティクス株式会社: 配置転換と技能更新が常態化し、心理負荷と離職懸念が増す
PL019_01	20	政策探索	新規増設の一時停止＋手続き最短2導線化	0.52	注意層（手続き離脱/情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。公平感欠損と財政不安が手続き到達と信頼を阻害。	制度が増えすぎて追えず、何が自分に関係するのか分からないまま不安だけが残る。
PL019_02	20	政策探索	副作用監査KPI＋異議申立の即時救済レーン（非強制）	0.58	注意層（監視懸念/誤解影響/対象外感）＋自治体窓口逼迫地域＋支援検討層	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。公平感欠損と財政不安が手続き到達と信頼を阻害。	間違いや不利益が起きたときに、ちゃんと止めて直せる仕組みが見えないと怖い。
PL020_02	20	政策探索	新規停止の継続+2導線の固定（誤認防止説明つき）	0.58	注意層（手続き離脱/情報過敏/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で疲労と公平感欠損が固定化、手続き前に不信と対象外感が詰まる	制度が増え続けて追えず、何が自分に関係あるのか分からないまま不安だけ増える
WE028	20	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ20: SNS不安増幅が81.0。高リスク国: ウクライナ(限定戦争)、イスラエル(間接衝突)。日本の緩衝政策余力は24.5。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB025	21	社会反応	生活防衛シフト	0.54	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労64.8、公平感欠損47.7、生活防衛34.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB025	21	社会反応	生活防衛シフト	0.54	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労64.8、公平感欠損47.7、生活防衛34.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE021	21	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	桐野市産業雇用課: 採用補助は重点業種へ絞る。定着・再訓練を必須化 / 未来通信システム株式会社: 新卒は厳選継続、中途は監査・省エネDC運用を増員 / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は監査・顧客折衝とAI運用を優先	桐野市産業雇用課: 採用枠は絞るが研修厚化で定着は改善。選別不安は残る / 未来通信システム株式会社: 採用は狭まり不安増、監査・運用系の学習需要は増える / 首都圏業務支援株式会社: 新卒枠は残るが即戦力圧が増し、育成負荷は軽減 現役側には 桐野市産業雇用課: 再配置と再学習負担増。失職回避は進むが疲弊リスク / 未来通信システム株式会社: 再配置と再学習が常態化、証跡業務の負荷と安心が同時に増す / 首都圏業務支援株式会社: 監査・顧客折衝へ再配置、説明責任と再学習負担が上昇
PL020_01	21	政策探索	異議即時レーンの流量制御+線引き可視化	0.62	注意層（制度不信/監視懸念/対象外感）＋自治体窓口逼迫地域＋支援検討層	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で疲労と公平感欠損が固定化、手続き前に不信と対象外感が詰まる	困った時に助けを求めても揉めて止まりそうで、最初から関わりたくないと感じる
FB026	22	社会反応	制度要求の可視化	0.36	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労66.2、公平感欠損46.3、生活防衛42.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB026	22	社会反応	制度要求の可視化	0.36	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労66.2、公平感欠損46.3、生活防衛42.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB027	22	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.2、公平感欠損46.3、生活防衛42.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB027	22	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.2、公平感欠損46.3、生活防衛42.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE022	22	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は危機広報・セキュリティ増員 / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は顧客折衝・監査・AI運用を優先 / 関東広域ロジスティクス株式会社: 新卒は現場監督候補に限定継続。中途・外注増	未来通信システム株式会社: 不安増で安定志向が強まり、配属の透明性要求が高まる / 首都圏業務支援株式会社: 採用枠の狭さと即戦力要求で不安増、対人対応スキルの価値上昇 / 関東広域ロジスティクス株式会社: 監督候補は機会維持、一般職は不安増と選別感 現役側には 未来通信システム株式会社: 危機対応と説明責任が増え、再学習と心理負荷が上がる / 首都圏業務支援株式会社: 説明責任と再教育負荷が増、外注調整で雇用不安も波及 / 関東広域ロジスティクス株式会社: 現場は省人化で再配置圧、運用・保守スキル需要増
PL021_01	22	政策探索	線引き・停止条件の1画面固定（短文化版）	0.60	注意層（制度不信/監視懸念/対象外感/手続き離脱）＋現役納税層	制度信頼↑ 誤解↓ 政策疲労↓ 対象外反発↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し政策疲労も高止まり。線引き不信と対象外反発が再燃しやすい。	制度の線引きが見えず、いつ何が変わるか不安で離れたくなる。
PL021_02	22	政策探索	異議即時レーンの流量制御を最優先（窓口負荷優先配賦）	0.55	注意層（対象外感/誤解影響）＋自治体窓口逼迫地域＋支援検討層	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し政策疲労も高止まり。線引き不信と対象外反発が再燃しやすい。	不公平だと思っても声が通らない感じが強いと、制度全体を信用できない。
WE029	22	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮、ロシア	ステップ22: SNS不安増幅が79.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は25.9。	北朝鮮、ロシアの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB028	23	社会反応	生活防衛シフト	0.73	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労68.4、公平感欠損47.0、生活防衛44.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB028	23	社会反応	生活防衛シフト	0.73	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労68.4、公平感欠損47.0、生活防衛44.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE023	23	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は調達・審査・セキュリティ増員 / さくら在宅ケア株式会社: 新卒は少数継続。資格者・復職者・経験中途を優先、紹介強化 / 首都圏業務支援株式会社: 新卒は最小枠維持、中途は低計算運用と説明対応を優先	未来通信システム株式会社: 学習機会格差が拡大し、採用選別不安が強まる / さくら在宅ケア株式会社: 現場負担は軽減も、SNS不安で離職・転職迷いが増えやすい / 首都圏業務支援株式会社: 新卒枠は細り、AI運用・説明力の早期獲得が重要化 現役側には 未来通信システム株式会社: 審査・運用職へ再学習圧力、配置転換の摩擦が増える / さくら在宅ケア株式会社: 業務標準化で負担減。ただしAI運用習得と感情労働が増える / 首都圏業務支援株式会社: 説明責任と監査業務が増え、再学習と負荷が上昇
PL022_01	23	政策探索	異議即時レーン最優先・窓口負荷連動配賦	0.62	注意層（制度不信/対象外感/誤解影響）＋窓口逼迫地域＋支援検討層	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で制度不信が再燃。SNS不安下で異議処理滞留と説明過多が政策疲労を増幅。	炎上と不安が続き、困っても結局たらい回しになる気がして動けない。
PL022_02	23	政策探索	2導線＋短文化1画面をデフォルト化（詳細は任意）	0.55	注意層（情報過敏/手続き離脱/制度不信）＋現役納税層＋対象外感が強い層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で制度不信が再燃。SNS不安下で異議処理滞留と説明過多が政策疲労を増幅。	情報が多すぎて比較も判断もできず、結局何も選べないまま疲れてしまう。
WE030	23	世界イベント	半導体・計算資源制約の悪化	0.51	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)	ステップ23: SNS不安増幅が82.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、北朝鮮(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は23.9。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB029	24	社会反応	制度要求の可視化	0.46	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労69.8、生活防衛47.6、公平感欠損46.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB029	24	社会反応	制度要求の可視化	0.46	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労69.8、生活防衛47.6、公平感欠損46.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB030	24	社会反応	生活防衛シフト	0.79	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労69.8、生活防衛47.6、公平感欠損46.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB030	24	社会反応	生活防衛シフト	0.79	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労69.8、生活防衛47.6、公平感欠損46.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE024	24	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途はセキュリティ・供給網を増員 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は説明・監査・運用を優先採用 / さくら在宅ケア株式会社: 新卒少数継続。資格者・復職者・経験中途を優先し紹介強化	未来通信システム株式会社: 選別不安が増す一方、運用設計型の成長機会が増える / 首都圏業務支援株式会社: 安心設計の業務で入口は残るが、即戦力圧力は強い / さくら在宅ケア株式会社: 不安増で離職リスク。支援厚めの職場は定着、採用競争は厳化 現役側には 未来通信システム株式会社: 不安増幅で疲労が蓄積、監査・運用負荷と再学習圧力が上昇 / 首都圏業務支援株式会社: 説明責任と監査負荷が増え、再学習と精神負荷が上昇 / さくら在宅ケア株式会社: 慢性負荷で疲弊。省力化が進む一方、ケア品質責任の重さが増す
PL023_01	24	政策探索	異議即時レーンの待ち時間可視化＋不正抑止ミニ審査	0.62	注意層（制度不信/対象外感/誤解影響）＋窓口逼迫地域＋支援検討層	副作用圧↓ 公平感↑ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。対象外感と手続き不信が二極化を押し広げる局面。	制度はあるのに結局たらい回しで、誰が得してるのか分からない不安が増えている。
WE031	24	世界イベント	地政学SNS不安拡散の高止まり	0.75	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ24: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.5。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE032	24	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ24: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.5。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB031	25	社会反応	制度要求の可視化	0.38	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.6、公平感欠損48.2、生活防衛42.2	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB031	25	社会反応	制度要求の可視化	0.38	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労72.6、公平感欠損48.2、生活防衛42.2	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB032	25	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.6、公平感欠損48.2、生活防衛42.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB032	25	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.6、公平感欠損48.2、生活防衛42.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE025	25	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。中途は監査・説明・運用を厚め / 関東広域ロジスティクス株式会社: 新卒は監督候補を最小維持。中途・外注で穴埋め継続 / 未来通信システム株式会社: 新卒は少数精鋭継続、中途は信頼・運用を厚め	首都圏業務支援株式会社: 説明・監査型の入口は増えるが採用枠は狭い / 関東広域ロジスティクス株式会社: 採用絞りで不安増。標準化・運用技能で早期戦力化は進む / 未来通信システム株式会社: 選別不安が増幅、安心できる育成枠が価値化 現役側には 首都圏業務支援株式会社: 監査責任と再配置が増え、離職不安も上がる / 関東広域ロジスティクス株式会社: 現場に不安波及。運用改善と配置転換で負荷増も雇用は維持寄り / 未来通信システム株式会社: 説明責任・監査対応の負荷増、再学習圧が上昇
PL023_02	25	政策探索	対象外感を減らす社会維持活動ポイント（非出産選択も対象）	0.50	現役納税層＋非婚・非出産選択者＋家族介護/地域維持の担い手＋注意層（対象外感）	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。対象外感と手続き不信が二極化を押し広げる局面。	子ども以前に生活と将来が不安で、支援が自分には関係ない気がして距離ができている。
PL024_01	25	政策探索	通知頻度制御＋要点ダイジェスト（停止条件/線引き固定）	0.62	注意層（情報過敏/制度不信/対象外感）＋現役納税層	政策疲労↓ 誤解↓ 制度信頼↑ 対象外反発↓ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労が高止まり。SNS不安下で監視誤認と対象外反発が増幅しやすい。	情報が多すぎて不安だけ増え、結局どれが自分に関係あるのか分からない。
PL025_02	25	政策探索	通知は週1上限＋重要のみ即時（詳細は任意・不利益なし）	0.52	注意層（情報過敏/制度不信/対象外感）＋現役納税層	政策疲労↓ 誤解↓ 制度信頼↑ 手続き到達↑ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、政策疲労と対象外感が残存。増設より簡素化と補償の筋の統一が急務。	通知が多いほど不安が増えるので、必要なときだけ確実に届いてほしい。
FB033	26	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.4、公平感欠損47.6、生活防衛40.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB033	26	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.4、公平感欠損47.6、生活防衛40.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE026	26	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は絞りAI運用・監査寄りで採用、中途は危機対応を増枠 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は運用監査・説明人材を厚く / 関東広域ロジスティクス株式会社: 新卒は監督候補を最小維持。中途・外注比率を微増	未来通信システム株式会社: 採用絞りで不安増、安心枠は運用・監査系で拡大 / 首都圏業務支援株式会社: 新卒枠は細り不安増。炎上対応スキルの需要は増える / 関東広域ロジスティクス株式会社: 採用枠が絞られ不安増。運用系スキル提示で安心も生む 現役側には 未来通信システム株式会社: 説明責任と危機対応の負荷増、再学習と職務再編が進む / 首都圏業務支援株式会社: 監査・説明業務が増え負荷上昇。配置転換の圧力が強い / 関東広域ロジスティクス株式会社: 現場は標準化負担増。再訓練で雇用維持の安心は残る
PL024_02	26	政策探索	社会維持活動の報酬化（非子育てケア/地域維持も対象）ミニ枠	0.52	対象外感が強い層（非婚・非出産選択者含む）＋ケア負担層＋地域維持担い手	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 生活防衛↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労が高止まり。SNS不安下で監視誤認と対象外反発が増幅しやすい。	子ども施策だけが前に出ると、自分の生活や地域の支えは評価されていない気がする。
PL025_01	26	政策探索	社会維持ポイントの上限・自動付与・二重取り明確化	0.58	現役納税層＋非婚/非出産選択者＋介護/地域維持担い手＋注意層（対象外感）	公平感↑ 対象外反発↓ 制度信頼↑ 二極化↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、政策疲労と対象外感が残存。増設より簡素化と補償の筋の統一が急務。	制度が増えすぎて追えないし、自分が対象かどうか毎回不安になる。
FB034	27	社会反応	制度要求の可視化	0.26	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労73.7、公平感欠損46.2、生活防衛37.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB034	27	社会反応	制度要求の可視化	0.26	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労73.7、公平感欠損46.2、生活防衛37.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB035	27	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.7、公平感欠損46.2、生活防衛37.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB035	27	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.7、公平感欠損46.2、生活防衛37.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE027	27	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は信頼・運用職を厳選、中途は危機対応を厚く / 関東広域ロジスティクス株式会社: 新卒は監督候補を最小維持。中途は維持、外注で変動吸収 / 桐野市産業雇用課: 重点業種の採用補助は維持。SNS不安ケアと定着要件を強化	未来通信システム株式会社: 採用絞りと炎上不安で志望が二極化、適応力格差が拡大 / 関東広域ロジスティクス株式会社: 採用枠は狭いが技能が明確化。不安は説明と訓練で低減 / 桐野市産業雇用課: 不安増幅で応募回避が出るが、相談常設で離脱を抑える 現役側には 未来通信システム株式会社: 監査・安全・対話スキル需要増、再学習負担と評価不安が上昇 / 関東広域ロジスティクス株式会社: 現場は標準化で負荷減。保守・運用への再配置圧力が増す / 桐野市産業雇用課: 再配置と再訓練需要が増す。生活不安支援で摩擦を緩和
PL026_01	27	政策探索	社会維持報酬ミニ枠の自動付与化＋申請抑制	0.62	注意層（制度不信/対象外感）＋現役納税層＋ケア/地域維持担い手	政策疲労↓ 公平感↑ 制度信頼↑ 二極化↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で、制度拡張が疲労と線引き反発を増幅。まず簡素化と監査で信頼回復が要る。	制度が増えるほど自分の生活が監視と手続きで削られる気がして不安だ。
FB036	28	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労75.6、公平感欠損46.7、生活防衛42.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB036	28	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労75.6、公平感欠損46.7、生活防衛42.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE028	28	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は信頼/運用を厳選、中途は対外対応と基盤を強化 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報・監査運用を優先 / 関東広域ロジスティクス株式会社: 新卒は監督候補を最小維持。中途・派遣で波動吸収	未来通信システム株式会社: 選別厳格化で不安増、対話/運用系の入口は残る / 首都圏業務支援株式会社: 若手は対外説明スキルが伸びる一方、創造業務機会は減る / 関東広域ロジスティクス株式会社: 採用絞りで不安増。運用技能の短期習得機会は増える 現役側には 未来通信システム株式会社: 炎上対応と監査負荷増、再学習と役割転換が加速 / 首都圏業務支援株式会社: 現役は監査・顧客折衝へ寄せられ負荷増、雇用は維持寄り / 関東広域ロジスティクス株式会社: 現場は安定優先で負荷増。配置転換で学び直し圧が上がる
PL026_02	28	政策探索	家族形成伴走ライト（匿名可・即時予約・非強制）	0.52	中立層＋注意層（情報過敏/制度不信/手続き離脱）＋支援検討層	手続き到達↑ 制度信頼↑ ケア圧の早期緩和↑ 子ども希望の条件整理↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が極大で、制度拡張が疲労と線引き反発を増幅。まず簡素化と監査で信頼回復が要る。	将来の選択肢を整理したいのに、どこに何を聞けばいいか分からず怖い。
