step	country_code	country_name	country_name_en	region	risk_stage	stance	foreign_action	domestic_message	private_constraint	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	japan_impact_summary
17	IRN	イラン	Iran	中東	境界的圧力	停戦維持で体制安定を優先	航路示威は抑え、密輸・第三国仲介で収入確保	外圧下でも生活を守り抑止を維持する	制裁・強硬派・財政逼迫で妥協が難しい	68.0	82.0	71.0	67.0	83.0	74.0	80.0	27.0	物価と雇用不安が長期化し、挑戦より守りが強まる
17	ISR	イスラエル	Israel	中東	境界的圧力	治安優先、技術統制を強める	米国と協調し輸出管理・監視を強化	格差不満に対応しつつ抑止を維持	動員と財政で若者支援は限定的	76.0	63.0	70.0	82.0	88.0	74.0	72.0	26.0	利益集中報道で将来不信が増幅、若者は安定志向が強まる
17	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格主導権を慎重維持	OPEC+で供給据置寄り、紅海輸送の護衛調整	市場安定で歳入を守り雇用と改革投資を維持	財政支出硬直と若年雇用で急増産は難しい	64.0	70.0	65.0	35.0	68.0	61.0	79.0	36.0	物価と雇用不安がSNSで増幅し、将来設計が保守化する
17	EU	欧州連合	European Union	欧州	圧力上昇	公正配分と規制強化	AI競争政策と課税協調を対日共有	利益集中を是正し雇用移行を支える	加盟国温度差で制度決定が遅れがち	51.0	50.0	66.0	57.0	84.0	54.0	74.0	31.0	公正論が国内不安を増幅、将来期待は冷えるが協調枠は下支え
18	USA	アメリカ	United States	北米	圧力上昇	同盟負担維持と国内宥和	対日で防衛増とAI供給網整合を要求	生活費対策と覇権維持を同時に進める	住宅不安で政権基盤が揺れ外圧が必要	78.0	63.0	86.0	92.0	85.0	71.0	83.0	18.0	負担増と住宅不安が重なり、将来設計を先延ばししやすい
18	CHN	中国	China	東アジア	境界的圧力	選別圧力で対日交渉優位	半導体・素材の許認可を選別し揺さぶり	外部圧力に備え雇用と産業を守る	景気鈍化で過度な制裁は自傷リスク	86.0	61.0	84.0	83.0	78.0	87.0	85.0	16.0	住居不安が将来設計を直撃し、安定志向と諦めが増える
18	JPN	日本	Japan	東アジア	圧力上昇	住居不安を抑え制度信頼維持	資源・計算資源の調達枠を同盟と固定	住居支援を優先し雇用移行も支える	財政硬直で住宅と防衛が競合	61.0	57.0	79.0	49.0	97.0	59.0	87.0	9.0	住居の足場不安で将来像が縮み、挑戦より防衛的選択が増える
18	TWN	台湾	Taiwan	東アジア	境界的圧力	半導体継続と生活防衛	米日と供給枠を固め、民生物資を優先確保	住居負担を下げつつ、抑止は緩めない	電力・人材不足で増産余地が小さい	80.0	72.0	77.0	68.0	82.0	83.0	88.0	30.0	住居不安と連動し、将来設計が縮み挑戦回避が増える
18	KOR	韓国	South Korea	東アジア	圧力上昇	住宅不安封じと産業防衛	対米で半導体枠組み深耕、対日は供給選別	住居負担を下げ、雇用と安保を同時に守る	若者住宅・雇用不満が正統性を削る	64.0	57.0	83.0	71.0	86.0	66.0	82.0	21.0	住居不安が未来像を曇らせ、雇用競争感が強まる
18	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で交渉余地を確保	短距離発射示威とサイバー攪乱を継続	外圧に対し抑止力で体制を守る	외貨難で長期緊張は統治コスト増	90.0	64.0	86.0	83.0	85.0	77.0	93.0	15.0	住居不安に安全不安が上乗せし、将来設計が縮む
18	RUS	ロシア	Russia	ユーラシア	間接衝突	戦時継続と資源圧力維持	資源割引と迂回輸出で外貨確保	外圧下でも雇用と物価を守る	戦費優先で民生停滞、離反を警戒	88.0	86.0	80.0	81.0	82.0	77.0	76.0	20.0	物価高が家賃不安を増幅し、将来設計が縮む
18	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持の外交と戦線防衛	日本含む支援国に防空・弾薬と復興資金延長を要請	国際支援を確保しつつ防衛と生活を維持	支援疲れと動員限界、財政赤字が拡大	86.0	58.0	80.0	68.0	92.0	64.0	84.0	20.0	支援負担と物価が住宅不安と連動し、将来観が冷える
18	IRN	イラン	Iran	中東	境界的圧力	停戦管理で体制防衛	航路示威は抑制し代理勢力を調整	外圧下でも抑止と生活維持を両立	制裁と強硬派で譲歩余地が狭い	66.0	79.0	73.0	69.0	84.0	75.0	83.0	26.0	物価高が住居不安と結び、将来設計が縮む
18	ISR	イスラエル	Israel	中東	境界的圧力	治安優先、技術統制継続	米国と輸出管理・対サイバー協力を拡大	安全保障優先でも生活不安へ限定支援	動員・治安費で住宅支援余地が小さい	78.0	61.0	72.0	84.0	87.0	76.0	74.0	25.0	住居不安が政治化する中、統制強化報道が将来不安を増幅
18	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	供給安定で体制維持	OPEC+で微調整、紅海輸送の護衛協調	価格安定で歳入を守り改革投資と雇用を継続	治安費と若年雇用が重く急増産は限定的	60.0	66.0	62.0	34.0	66.0	58.0	77.0	38.0	燃料高が住居不安を押し上げ、将来設計が縮こまりやすい
18	EU	欧州連合	European Union	欧州	圧力上昇	生活防衛と規制順守	住宅・雇用移行基金を拡充し対日協調	住居負担を抑え移行支援で分断を防ぐ	加盟国差と財政規律で速度が出ない	50.0	46.0	62.0	58.0	82.0	53.0	72.0	33.0	住居不安が日本の将来観を曇らせるが協調枠は下支え
19	USA	アメリカ	United States	北米	圧力上昇	対話活用し負担を再配分	対日で防衛分担とAI輸出管理を調整	対話で緊張を抑えつつ競争優位を守る	国内不満と同盟維持の両立が限界	66.0	58.0	81.0	88.0	82.0	67.0	78.0	22.0	緊張は少し緩むが負担増で将来設計に慎重
19	CHN	中国	China	東アジア	圧力上昇	対話継続し圧力は選別	対日許認可は選別維持、対話窓口は開く	対話で安定確保、産業と雇用を守る	景気鈍化で強硬一辺倒は自傷	78.0	58.0	80.0	79.0	74.0	83.0	80.0	20.0	緊張は少し緩むが先行き不透明が残り、慎重志向が強まる
19	JPN	日本	Japan	東アジア	圧力上昇	緊張緩和を梃子に内政優先	対話再開を受け同盟調整と危機回避を強化	対話の芽を活かし生活防衛と雇用移行を進める	財政硬直で若者支援と防衛の両立が苦しい	56.0	54.0	74.0	48.0	94.0	57.0	82.0	12.0	軍事不安は少し下がるが、物価と将来不安で挑戦が鈍る
19	TWN	台湾	Taiwan	東アジア	圧力上昇	対話活用し供給防衛	対話枠で偶発回避、日米と供給協定継続	緊張は緩むが備えは継続、生活も守る	電力・人材と海上リスクで増産が限定的	72.0	66.0	70.0	62.0	78.0	76.0	80.0	34.0	緊張は少し緩むが供給不安が残り挑戦に慎重化
19	KOR	韓国	South Korea	東アジア	圧力上昇	対話活用で緊張管理	対話再開を梃子に安保協議、半導体は選別供給	対話で危機を抑えつつ産業と雇用を守る	若者雇用不安と対米枠組みが自由度を縛る	58.0	54.0	79.0	68.0	82.0	62.0	77.0	26.0	軍事不安は少し緩むが、雇用競争と将来像の霧は残る
19	PRK	北朝鮮	North Korea	東アジア	境界的圧力	対話を使い示威は抑制	対話参加を演出し発射は凍結、サイバーは温存	対話でも抑止は維持し体制を守る	外貨難で長期緊張は統治コスト増	78.0	58.0	72.0	79.0	74.0	68.0	85.0	22.0	安全不安は弱まるが、再燃前提で将来設計が慎重化
19	RUS	ロシア	Russia	ユーラシア	境界的圧力	対話下でも資源と制裁対抗	資源輸出の迂回拡大と価格調整で外貨確保	対話は前進だが国益と安全を最優先する	戦費と制裁で投資停滞、動員疲れが重い	82.0	78.0	74.0	79.0	77.0	72.0	70.0	24.0	緊張は少し緩むが物価・就職不安が残り挑戦意欲が縮む
19	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持を確保しつつ戦線防衛	日本含む支援国へ防空・弾薬と復興資金の継続要請	支援確保と防衛を両立し生活基盤を守る	支援疲れと動員限界、財政赤字が重い	84.0	54.0	78.0	67.0	91.0	63.0	82.0	22.0	遠方戦争の長期化が物価と不安を残し、将来像が描きにくい
19	IRN	イラン	Iran	中東	境界的圧力	停戦維持で体制防衛	航路示威を抑え停戦枠組みを管理	外圧下でも抑止と生活を同時に守る	制裁と強硬派で譲歩余地が狭い	64.0	76.0	70.0	68.0	82.0	72.0	80.0	28.0	物価と将来不安が連動し、挑戦より防衛志向が強まる
19	ISR	イスラエル	Israel	中東	圧力上昇	対話容認、技術統制は堅持	停戦維持を優先しつつ輸出管理を厳格化	緊張は緩むが油断せず治安と経済を守る	動員・治安費が重く民生の伸びは限定	70.0	58.0	68.0	82.0	85.0	72.0	71.0	29.0	緊張緩和でも分断は残り、就職・将来像の不確実さが続く
19	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定で体制防衛	OPEC+で小幅調整、紅海航路の護衛協調	歳入を守り改革投資と雇用を優先	治安費と若年雇用で増産余地は小さい	56.0	61.0	58.0	36.0	63.0	55.0	72.0	41.0	燃料高の見通し不透明が生活設計を縮め、挑戦意欲が鈍る
19	EU	欧州連合	European Union	欧州	圧力上昇	規制順守と協調の継続	対日でAI・半導体規格協調と供給網対話	安全保障対話の追い風を景気安定に使う	加盟国差と財政規律で一体運用が遅い	44.0	42.0	60.0	52.0	80.0	49.0	66.0	36.0	緊張緩和で不安は少し低下、ただ雇用移行の不透明さは残る
20	USA	アメリカ	United States	北米	圧力上昇	同盟維持とAI優位を優先	対日で防衛協力とAI管理の条件を強化	同盟を固め雇用と競争力を守る	輸出管理と教育格差で反発が増える	64.0	57.0	83.0	90.0	84.0	68.0	80.0	20.0	学校AI格差が将来不安を増幅、機会の偏りに焦り
20	CHN	中国	China	東アジア	境界的圧力	対話窓口維持し実利で圧迫	対日許認可は選別、留学・人材誘致強化	安定を保ち産業と雇用を守る	景気下押しで強硬は自傷、外資も要る	77.0	57.0	82.0	80.0	75.0	84.0	83.0	18.0	AI格差不安に外部圧力が重なり、将来設計が保守化しやすい
20	JPN	日本	Japan	東アジア	圧力上昇	教育AI格差の火消し優先	同盟調整を維持しつつ教育・雇用基金拡充	学びの機会を守り移行期の不安を抑える	財政硬直で防衛・物価・教育が競合	55.0	53.0	77.0	50.0	95.0	58.0	86.0	10.0	進路不安と自己効力感低下が拡大、格差が焦燥を増幅
20	TWN	台湾	Taiwan	東アジア	境界的圧力	供給信頼を守り緊張回避	日米と供給枠維持、海空の偶発回避線強化	緊張は続くが産業と暮らしを守る	電力・人材制約で増産余地が小さい	74.0	68.0	73.0	66.0	79.0	78.0	84.0	32.0	進路不安とAI格差が連動し挑戦より安定志向が強まる
20	KOR	韓国	South Korea	東アジア	圧力上昇	半導体主導で内政安定優先	対米枠組み維持、先端半導体は優先供給管理	雇用と教育格差に対処し競争力を守る	若者不満と格差、対米調整が政策余地を削る	56.0	52.0	82.0	66.0	79.0	61.0	83.0	25.0	教育AI格差が将来不安を増幅、隣国比較で焦燥が強まる
20	PRK	北朝鮮	North Korea	東アジア	境界的圧力	凍結演出で制裁緩和を探る	対話継続を示しつつ短距離訓練を誇示	対話でも抑止は緩めず体制を守る	外貨難で長期緊張は統治コスト増	74.0	56.0	70.0	78.0	73.0	66.0	87.0	23.0	進路不安のAI格差に安全不安が重なり将来設計が縮む
20	RUS	ロシア	Russia	ユーラシア	境界的圧力	制裁耐久と資源収入確保	資源輸出の迂回強化と価格調整を継続	外圧下でも雇用と社会支出を守る	戦費と制裁で投資停滞、疲弊が蓄積	83.0	80.0	76.0	81.0	78.0	74.0	73.0	23.0	物価と将来不安が残り、AI格差の焦りが増幅し希望が細る
20	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と戦線防衛を優先	日本含む支援国へ防空・弾薬と資金要請	厳しい戦況でも国家機能と生活を維持	支援疲れと動員限界、財政が逼迫	86.0	56.0	80.0	68.0	92.0	64.0	86.0	20.0	遠方戦争の長期化が物価と不安を残し、AI格差で進路不安が増幅
20	IRN	イラン	Iran	中東	境界的圧力	停戦管理で対外圧力を抑制	航路周辺の示威を調整し交渉窓口維持	強硬と抑制を併用し生活を守る	制裁下で財政逼迫、強硬派の牽制	63.0	74.0	71.0	69.0	83.0	73.0	82.0	27.0	教育AI格差の不安に資源高が重なり、将来像が縮む
20	ISR	イスラエル	Israel	中東	間接衝突	停戦維持、輸出統制を強化	同盟協議でサイバー抑止とAI部材の輸出管理を拡大	脅威は継続、治安と技術優位を守る	動員費と統制負担で成長投資が細る	68.0	57.0	72.0	84.0	83.0	74.0	77.0	28.0	教育AI格差が進路不安を増幅、海外緊張で将来像が曇る
20	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格管理で体制優先	OPEC+で供給維持寄り、航路警備を協調	歳入確保で改革投資と雇用を守る	治安費と若年雇用で増産は限定的	58.0	64.0	60.0	37.0	66.0	56.0	76.0	39.0	燃料高と教育AI格差が重なり、将来設計の不安が増幅する
20	EU	欧州連合	European Union	欧州	圧力上昇	規制整合と人材競争強化	対日で教育AI・資格互換と研究連携を提案	AI格差是正と競争力強化を同時に進める	加盟国差で教育投資と規制運用が鈍い	46.0	41.0	66.0	56.0	79.0	50.0	72.0	34.0	学校AI格差の連想で進路不安増。移行支援が見えぬと焦燥
21	USA	アメリカ	United States	北米	圧力上昇	同盟維持とAI規制主導	対日で防衛費増とAI管理枠の遵守要求	同盟強化で雇用と安全を守る	国内分断と輸出管理反発で調整難	63.0	46.0	78.0	91.0	82.0	66.0	79.0	22.0	生活費不安は一息だが、AI格差と就職不安が残る
21	CHN	中国	China	東アジア	境界的圧力	実利交渉を残し圧力調整	対日重要部材は選別、交流枠は維持拡大	外部圧力に備え雇用と成長を守る	景気と失業が重荷、過剰対立は避けたい	75.0	45.0	80.0	78.0	74.0	82.0	80.0	22.0	燃料不安は和らぐが、規制連鎖で就職と技術将来が不透明
21	JPN	日本	Japan	東アジア	圧力上昇	物価不安を抑えつつ移行管理	燃料調達分散と電力投資で同盟連携	当面の生活費は支えるが構造対策も進める	財政硬直で防衛・賃上げ・若者策が競合	56.0	44.0	74.0	52.0	92.0	56.0	82.0	12.0	生活不安は一息だが将来像は曇り、学び直し焦りが残る
21	TWN	台湾	Taiwan	東アジア	圧力上昇	供給信頼維持と抑止強化	日米と供給枠維持、偶発回避線を再確認	燃料は落ち着くが備えを緩めない	電力投資負担と人材不足で増産が難しい	70.0	56.0	68.0	62.0	77.0	73.0	80.0	35.0	生活不安は少し緩むが進路・技術格差不安は残り安定志向が続く
21	KOR	韓国	South Korea	東アジア	圧力上昇	半導体優先と内政安定維持	対米枠組み堅持、先端供給は選別管理	物価は落ち着くが雇用不安へ支援を強化	対北抑止と若者対策が財政を圧迫	58.0	44.0	80.0	64.0	77.0	60.0	82.0	27.0	生活費不安は一息も、雇用競争の連想で焦燥が残る
21	PRK	北朝鮮	North Korea	東アジア	境界的圧力	凍結演出で譲歩を引き出す	対話継続を装い訓練・発射準備を誇示	対話は活用するが抑止は弱めない	外貨難で長期緊張は統治コスト増	76.0	44.0	69.0	79.0	72.0	64.0	88.0	22.0	物価不安は和らぐが安全不安が残り将来設計が縮む
21	RUS	ロシア	Russia	ユーラシア	境界的圧力	制裁耐久と戦費確保を優先	資源輸出の迂回と値引きで市場維持	長期戦でも雇用と物価を守ると強調	戦費と制裁で投資停滞、疲弊が蓄積	82.0	64.0	72.0	80.0	76.0	71.0	70.0	28.0	燃料不安は一息も、戦争長期化で将来像が曇る
21	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保と戦線維持	欧米と弾薬・防空支援の継続調整	消耗戦でも国家機能と生活を守る	動員疲弊と財政逼迫、支援疲れが怖い	85.0	49.0	78.0	67.0	91.0	62.0	84.0	23.0	物価不安は一息も、長期戦が進路と将来不安を残す
21	IRN	イラン	Iran	中東	圧力上昇	停戦維持で圧力調整	航路緊張を抑えつつ交渉窓口を維持	抑止は崩さず生活負担を軽減する	制裁と強硬派圧力で妥協幅が狭い	58.0	60.0	68.0	70.0	82.0	70.0	78.0	32.0	燃料高不安は一息も、雇用とAI格差不安が残る
21	ISR	イスラエル	Israel	中東	間接衝突	停戦下で技術優位を維持	対同盟で輸出統制とサイバー抑止を更新	脅威は継続、経済と治安を同時に守る	動員費と統制で成長投資が細り不満増	66.0	46.0	70.0	82.0	82.0	72.0	75.0	30.0	燃料不安は一息も進路は不透明、AI格差で焦りが残る
21	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と体制安定を両立	OPEC+で小幅調整、航路警備も継続	歳入確保で雇用と改革投資を守る	治安費と若年雇用で急増産は避けたい	56.0	50.0	56.0	36.0	61.0	52.0	68.0	44.0	燃料不安は一息だが、賃金停滞と将来像の霧は残る
21	EU	欧州連合	European Union	欧州	圧力上昇	規制整合と景気下支え優先	対日でAI規制対話と研究連携を継続	物価は一息、成長と公正な移行を守る	加盟国差で合意が遅れ財政も窮屈	44.0	32.0	62.0	55.0	76.0	48.0	70.0	36.0	生活不安は少し緩むが、雇用再編の連想で進路不安は残る
22	USA	アメリカ	United States	北米	圧力上昇	同盟束ねつつAI覇権堅持	対日で防衛負担とケアAI基準同調を要請	AIで介護を支え雇用も守る	分断とコスト高で対外要求が必要	64.0	49.0	81.0	92.0	84.0	67.0	80.0	21.0	介護×AIに期待も、計算資源と負担増で将来不安が強まる
22	CHN	中国	China	東アジア	境界的圧力	介護AI輸出で主導権確保	介護ロボ規格・データ枠組みを提案し対日取引は選別	高齢化対策と雇用安定を同時に進める	景気鈍化で失業懸念、対立激化は避けたい	76.0	44.0	82.0	79.0	75.0	83.0	81.0	21.0	介護AI期待は高まるが、規格・供給選別で将来設計が揺れ不安増
22	JPN	日本	Japan	東アジア	圧力上昇	ケア争点で分配調整	介護ロボ調達・標準化で同盟と協調	介護の質と賃金を両立し移行を支える	財源硬直で賃上げ・防衛・若者策が競合	58.0	46.0	69.0	54.0	90.0	57.0	84.0	10.0	ケア職の価値議論は希望も生むが、負担増懸念で将来不安が揺れる
22	TWN	台湾	Taiwan	東アジア	境界的圧力	供給信頼と抑止を両立	日米と海峡危機管理線、供給枠を堅持	生活支援は続けつつ備えを強化	電力・人材制約で増産と賃上げが両立困難	72.0	58.0	66.0	63.0	79.0	74.0	82.0	34.0	介護自動化議論に『仕事の価値』不安が重なり、安定志向が強まる
22	KOR	韓国	South Korea	東アジア	圧力上昇	ケア投資で雇用安定を狙う	同盟連携を維持し供給網の選別管理	ケア改革と雇用対策を同時に進める	財政と世代対立で政策が鈍る	60.0	47.0	74.0	66.0	79.0	62.0	84.0	24.0	ケア職の再評価は希望材料だが、雇用競争の不安が拡散する
22	PRK	北朝鮮	North Korea	東アジア	間接衝突	緊張管理で譲歩を狙う	短距離発射示威と交渉窓口維持	対外圧力に屈せず生活を守る	外貨難で長期緊張は統治負担増	81.0	46.0	72.0	80.0	74.0	66.0	90.0	20.0	安全不安が介護争点と重なり将来設計が萎む
22	RUS	ロシア	Russia	ユーラシア	間接衝突	戦費確保と国内不満抑制	資源輸出を条件付け、制裁緩和の楔を探る	自立と生活防衛を優先、介護も技術で補う	労働不足と疲弊、技術・部品調達が詰まる	84.0	66.0	74.0	82.0	78.0	73.0	72.0	26.0	介護ロボ議論が『将来の負担増』不安を増幅、先行きが重く見える
22	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保と動員持久	欧米に追加防空・財政支援を要求	戦線維持と生活機能を同時に守る	支援疲れと動員疲弊、財政限界	84.0	47.0	76.0	66.0	90.0	61.0	83.0	24.0	介護ロボ議論が雇用観を揺らし、長期戦が将来不安を増幅
22	IRN	イラン	Iran	中東	圧力上昇	停戦維持で対外圧力を調整	交渉窓口維持、航路は示威で牽制	生活防衛と抑止を両立する	制裁継続と強硬派で譲歩困難	60.0	66.0	70.0	72.0	83.0	71.0	79.0	30.0	燃料高と物価で将来不安増、ケア職評価論争も荒れやすい
22	ISR	イスラエル	Israel	中東	間接衝突	治安優先で技術統制強化	同盟と輸出管理連携、サイバー抑止強化	安全最優先、生活支援は効率化で守る	動員費で福祉拡充は難、分断が残る	64.0	48.0	68.0	84.0	83.0	70.0	76.0	29.0	介護×AI論争が増幅、将来像は見えにくいまま
22	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と投資継続	OPEC+で微調整、紅海航路の警戒維持	歳入を守り改革投資と雇用を維持	治安費と若年雇用で急増産は難しい	57.0	53.0	55.0	35.0	62.0	52.0	66.0	43.0	介護の賃金評価議論が強まる中、燃料高止まり懸念で将来像が曇りやすい
22	EU	欧州連合	European Union	欧州	圧力上昇	ケアDXと公正移行を主導	ケアAI認証案と補助制度を域内で加速	介護負担を減らし賃金と質を守る	加盟国差と財源で制度実装が遅い	41.0	30.0	67.0	56.0	74.0	49.0	72.0	35.0	ケア職の将来像が揺れ、進路不安がSNSで増幅
23	USA	アメリカ	United States	北米	境界的圧力	安全規制で覇権維持	対日でAI規制同調と供給網再編を要求	事故再発防止と競争力を両立する	規制反発と選挙圧力で対外成果が要る	66.0	52.0	85.0	94.0	86.0	71.0	84.0	19.0	AI事故報道と規制で期待が揺れ、雇用と負担増不安が強まる
23	CHN	中国	China	東アジア	境界的圧力	安全規制で主導権確保	安全認証・監査枠組み提示、対日供給は条件付	事故再発防止と産業競争力を両立する	失業懸念で統制強化、対立激化は避けたい	78.0	46.0	86.0	83.0	74.0	85.0	84.0	19.0	安全規制で導入は遅れ、供給条件で進路設計が不透明化
23	JPN	日本	Japan	東アジア	圧力上昇	安全規制と成長の折衷	同盟と規制整合、重要AIを届け出制	事故再発防止と雇用移行支援を同時に進める	規制遅れは国際不信、強すぎると投資減	60.0	47.0	74.0	61.0	92.0	59.0	88.0	9.0	AI不信と就職不安が増幅。透明な補償と移行支援で緩和
23	TWN	台湾	Taiwan	東アジア	境界的圧力	規制順守で供給信頼を守る	日米欧とAI規制整合、出荷監査を強化	事故再発防止と産業競争力を両立	規制対応で開発遅延、電力と人材が逼迫	74.0	60.0	68.0	70.0	80.0	78.0	85.0	32.0	AI事故報道で将来不安が増幅。半導体不安が重なり挑戦回避が進む
23	KOR	韓国	South Korea	東アジア	境界的圧力	規制主導で技術競争を守る	同盟と協調しAI安全規格と輸出管理を調整	安全確保と雇用維持のため規制と支援を両立	成長鈍化と世代不満で政権の裁量が狭い	63.0	49.0	78.0	72.0	81.0	64.0	87.0	20.0	規制と事故報道で将来不安が増幅、進路選択が慎重化
23	PRK	北朝鮮	North Korea	東アジア	間接衝突	挑発と対話窓口の併用	発射準備示威とサイバー外貨獲得を強化	敵対勢力の圧力に備え結束を守る	外貨難と統治疲労で長期緊張は重荷	84.0	48.0	74.0	83.0	76.0	68.0	92.0	18.0	AI規制混乱に安全不安が上乗せされ、将来像がさらに描きにくい
23	RUS	ロシア	Russia	ユーラシア	間接衝突	戦費確保と規制隙間探し	資源輸出を政治条件化、制裁楔を狙う	事故報道で規制は必然、秩序と自立を守る	部品と計算資源が不足、動員疲れも重い	86.0	69.0	76.0	88.0	80.0	75.0	74.0	24.0	規制強化と資源不安が重なり、将来設計が萎む
23	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と後方の統治確保	欧米へ防空・弾薬・財政の同時増額要請	安全と生活を守り復興準備を止めない	支援疲れと動員限界、統治コスト増	86.0	51.0	78.0	70.0	92.0	63.0	85.0	22.0	戦争長期化にAI規制不確実性が重なり、将来設計の悲観が強まる
23	IRN	イラン	Iran	中東	境界的圧力	停戦枠内で示威を強める	航路周辺で示威、仲介窓口は維持し譲歩は限定	抑止と生活防衛を同時に進める	強硬派と制裁で妥協余地が小さい	64.0	69.0	72.0	76.0	85.0	73.0	81.0	29.0	燃料高とAI規制不安が重なり、将来設計の自信が削られやすい
23	ISR	イスラエル	Israel	中東	間接衝突	安全優先でAI統制と同盟維持	同盟とAI規制連携、輸出管理とサイバー抑止	事故対応で規制強化、治安と産業を同時に守る	戦時コストで財政硬直、規制は産業反発も招く	66.0	50.0	70.0	88.0	85.0	74.0	80.0	27.0	規制と供給不安で将来像が霞み、進路不安が増幅
23	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と対外信頼維持	OPEC+微調整、AI規制協調で投資誘致	歳入安定で雇用と改革投資を守る	治安費と若年雇用で増産余地が小さい	58.0	56.0	57.0	38.0	63.0	54.0	68.0	41.0	燃料高止まりと規制強化報道で将来の仕事像が揺れやすい
23	EU	欧州連合	European Union	欧州	圧力上昇	安全規制と競争力の両立	AI事故受け認証強化と域外標準交渉	安全優先で信頼回復し産業も守る	加盟国温度差と企業反発で遅れやすい	43.0	32.0	70.0	59.0	76.0	52.0	78.0	33.0	安全論争でAI職不安が増え、挑戦意欲が揺れる
24	USA	アメリカ	United States	北米	境界的圧力	同盟負担とAI統制を強化	対日で防衛負担増とAI規制同調を要求	雇用と安全を守るため同盟を引き締める	選挙と分断で成果が要り、対外要求が増す	70.0	57.0	88.0	95.0	89.0	74.0	86.0	17.0	規制と負担増が将来像を曇らせ、職と学び直し不安が増える
24	CHN	中国	China	東アジア	境界的圧力	雇用安定優先で外圧調整	対日重要材は許認可制、台湾周辺は示威継続	雇用と安全を守るため管理を強める	景気鈍化で強硬一辺倒は危険	80.0	48.0	88.0	85.0	72.0	87.0	86.0	17.0	将来設計が揺れ、学び直しと移動に不安が乗る
24	JPN	日本	Japan	東アジア	圧力上昇	配分争いを抑え社会安定優先	同盟調整と調達分散、重要計算資源確保	雇用移行と生活防衛を最優先で実施	財政余力が細り世代対立が怖い	64.0	58.0	76.0	63.0	94.0	61.0	90.0	8.0	将来像が割れ、学業・就職の焦りが増す。支援の見える化が鍵
24	TWN	台湾	Taiwan	東アジア	境界的圧力	供給信頼と抑止の強化	日米と海峡監視協力、重要品は優先配分	雇用不安に備え再訓練と生活支援を拡充	電力・人材不足で増産と社会対策が両立困難	77.0	63.0	72.0	74.0	82.0	80.0	86.0	30.0	雇用と生活の不安が重なり、将来設計が短期化しやすい
24	KOR	韓国	South Korea	東アジア	境界的圧力	規制と雇用対策で摩擦抑制	対日含む供給網協議と輸出管理を調整	雇用と安全を守るため支援と規律を強化	景気鈍化で若者不満、対外強硬も必要	66.0	52.0	82.0	74.0	84.0	67.0	88.0	18.0	雇用不安と規制報道で将来像が縮み、挑戦より安全志向
24	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で譲歩を引き出す	短距離発射示威とサイバー外貨獲得	敵対圧力に備え団結と統制を強める	外貨難と統治疲労で長期緊張は限界	86.0	50.0	76.0	84.0	78.0	70.0	93.0	16.0	雇用・住居不安に安全不安が重なり、将来設計が縮む
24	RUS	ロシア	Russia	ユーラシア	間接衝突	戦費優先で外圧分断狙い	資源輸出を条件化、制裁回避網を拡張	長期戦に備え結束と統制を強化する	部品・計算資源不足と動員疲れが重い	84.0	66.0	73.0	86.0	78.0	72.0	76.0	26.0	雇用・住居不安に外部ショックが上乗せされ、将来像が曇る
24	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保と動員負担の抑制	欧州・米へ防空/弾薬と復興資金の同時確保	生活と前線を両立し疲弊を抑える	支援疲れと財政難、統治コスト増	84.0	52.0	77.0	69.0	91.0	62.0	86.0	21.0	戦争長期化が不安の底を作り、将来設計の保守化が進む
24	IRN	イラン	Iran	中東	境界的圧力	停戦維持し示威で抑止	航路周辺で限定示威、仲介窓口は温存	抑止を保ち生活防衛も崩さない	制裁と強硬派で妥協幅が狭い	66.0	72.0	74.0	78.0	86.0	75.0	83.0	27.0	燃料高と雇用不安が連動し、将来像が描きにくくなる
24	ISR	イスラエル	Israel	中東	間接衝突	安保最優先で技術統制	米国・欧州とAI輸出管理強化、サイバー抑止	雇用不安は支援しつつ、治安と優位を守る	戦時コストと分断で、改革余地が狭い	68.0	54.0	73.0	90.0	86.0	76.0	82.0	25.0	規制と供給不安が進路選択を硬直化し、焦燥が増える
