step	country_code	country_name	country_name_en	region	risk_stage	stance	foreign_action	domestic_message	private_constraint	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	japan_impact_summary
14	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と補給再編	停戦枠維持、迎撃・サイバーを継続強化	停戦でも警戒継続、負担増は抑える	戦費と連立で歳出調整が難しい	68.0	60.0	63.0	72.0	80.0	66.0	73.0	30.0	半導体不安が少し緩むが、物価と雇用不安が残る
14	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格と治安の同時維持	OPEC+調整継続、航路警戒と対話を併用	歳入確保で補助と雇用を守る	増産は値崩れと治安費増が怖い	54.0	68.0	64.0	40.0	61.0	52.0	76.0	36.0	燃料高不安は残るが、供給網改善で将来悲観が少し緩む
14	EU	欧州連合	European Union	欧州	圧力上昇	規制と産業防衛を両立	対日含む調達網を拡げ先端品は共同購入	競争力と雇用を守りつつ安全基準を徹底する	加盟国利害で補助金と規制運用が割れやすい	54.0	49.0	61.0	58.0	72.0	52.0	70.0	44.0	半導体不安が少し薄れ、就活悲観は緩むが慎重化は残る
15	USA	アメリカ	United States	北米	圧力上昇	同盟要求を強めつつ負担抑制	対日へ防衛・供給網・対中管理を同時要求	同盟で抑止し物価と雇用の悪化を防ぐ	分断と物価で対外負担は増やせない	72.0	58.0	80.0	86.0	86.0	74.0	74.0	22.0	危機情報疲れで回避と諦念が増え、将来像が描きにくい
15	CHN	中国	China	東アジア	境界的圧力	選別緩和で依存と抑止を両立	対日部材は一部許認可緩和、先端は維持	外圧下でも雇用と供給安定を確保する	若年雇用が重く緊張激化は避けたい	82.0	55.0	87.0	86.0	63.0	81.0	78.0	29.0	情報回避で危機感は鈍るが、先端不透明で将来像は曇る
15	JPN	日本	Japan	東アジア	圧力上昇	不安疲れに備え可視化で支える	同盟協議で燃料調達分散と備蓄を前倒し	支援は続ける、情報は要点だけ伝える	財政と防衛の綱引きで余力が薄い	63.0	64.0	79.0	52.0	93.0	69.0	83.0	17.0	情報回避が増え、将来像はぼやけるが支援が見えれば離脱は鈍る
15	TWN	台湾	Taiwan	東アジア	圧力上昇	供給安定を盾に抑止継続	同盟と保険枠組みを固め出荷計画を前倒し	不安疲れを抑え生活と産業の継続を守る	電力・保険料・人材流出が上限、費用増	70.0	58.0	72.0	68.0	76.0	73.0	64.0	38.0	情報回避で体感不安は鈍るが、将来設計は慎重化しやすい
15	KOR	韓国	South Korea	東アジア	圧力上昇	安保と半導体を同時防衛	対米で先端品枠確保、対日協調は限定	雇用と安保を守る投資を優先する	若者不満と対北抑止で妥協余地が狭い	60.0	56.0	74.0	65.0	66.0	55.0	72.0	30.0	情報回避が増え、先端競争の不安だけが残りやすい
15	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威継続、交渉余地は維持	短距離発射示唆と核言及で周辺を牽制	外圧下でも体制と抑止を守る	外貨・燃料不足で挑発頻度は抑制	86.0	43.0	73.0	60.0	61.0	69.0	79.0	36.0	情報回避が増え不安は鈍化も、挑発が将来像を断続的に崩す
15	RUS	ロシア	Russia	ユーラシア	間接衝突	長期戦で制裁疲れを狙う	資源輸出の迂回と情報戦を強化	圧力下でも安定と雇用を守る	兵站と部品不足、動員疲れが重い	83.0	77.0	74.0	80.0	73.0	76.0	70.0	22.0	情報回避で不安が鈍化する一方、将来設計が止まり挑戦が萎む
15	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援の確保と継戦の固定化	欧米に防空・弾薬・財政の複年枠を要求	消耗は続くが復旧と動員を継続する	人的損耗と支援疲れ、歳入不足が重い	80.0	63.0	77.0	58.0	87.0	63.0	76.0	33.0	危機情報の長期化で情報回避が増え、将来設計が冷えやすい
15	IRN	イラン	Iran	中東	境界的圧力	停戦維持で制裁耐性を稼ぐ	停戦枠内で牽制、海上圧力は限定運用	対外抑止と生活防衛を同時に進める	強硬派・制裁・財政で譲歩が難しい	66.0	78.0	76.0	60.0	86.0	70.0	74.0	21.0	不安情報は回避されやすいが、燃料高で将来設計が縮む
15	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と国内疲弊抑制	停戦枠を維持し迎撃・サイバーを重点化	警戒は継続、生活負担の急増は避ける	戦費と連立で歳出転換が進みにくい	67.0	58.0	65.0	71.0	82.0	64.0	69.0	29.0	情報回避で先行きが霧化し、就職不安と諦念が増える
15	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と航路抑止	OPEC+微調整、紅海航路警戒と対話継続	歳入を守り補助と雇用維持を優先	増産は値崩れ、抑止は報復リスク	56.0	66.0	62.0	41.0	60.0	50.0	69.0	37.0	燃料高は続くが情報回避で体感不安は鈍化、先行きは霧
15	EU	欧州連合	European Union	欧州	圧力上昇	規制と景気下支えを優先	対日協調は維持しつつ重要AI規制を前倒し	雇用と安全を守るため規制と投資を両立する	加盟国の温度差で迅速な合意が難しい	55.0	50.0	63.0	57.0	73.0	53.0	62.0	43.0	情報回避が広がり不安は鈍化するが将来像は曖昧化
16	USA	アメリカ	United States	北米	圧力上昇	同盟負担とAI覇権を優先	対日へ防衛増額と供給網・対中管理を再要請	同盟強化で抑止し景気と物価を守る	財政と分断で対外支出拡大は限界	74.0	60.0	78.0	88.0	90.0	76.0	77.0	18.0	将来設計より目先の安定志向が強まり挑戦が鈍る
16	CHN	中国	China	東アジア	境界的圧力	選別緩和で取り込み継続	対日市場示唆と部材許認可を選別運用	外圧下でも雇用と技術自立を守る	若年雇用不安で緊張激化は避けたい	83.0	56.0	88.0	87.0	68.0	82.0	80.0	26.0	財政不安と先端不透明が重なり、将来設計が縮む
16	JPN	日本	Japan	東アジア	圧力上昇	更新投資を優先順位付け	同盟連携で重要資材と燃料を確保	更新は絞るが生活と安全は守る	更新費が重なり裁量がほぼ無い	61.0	62.0	78.0	53.0	96.0	70.0	84.0	14.0	公共劣化と負担感で将来不安が増え、挑戦より防衛的選択が増える
16	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止維持と供給信頼死守	同盟と企業に供給計画の明確化を要請	緊張下でも雇用と生活の安定を優先	電力・保険・人材流出で増産に限界	72.0	60.0	70.0	66.0	78.0	74.0	62.0	34.0	財政不安と供給懸念が重なり、将来設計が守りに寄る
16	KOR	韓国	South Korea	東アジア	圧力上昇	同盟維持と産業防衛	対米で先端枠確保、対日は供給協議	雇用と安保を守るため産業投資を続ける	若者不満と対北抑止で譲歩が難しい	63.0	57.0	76.0	66.0	68.0	58.0	74.0	28.0	財政不安と雇用不安が重なり将来設計が縮む
16	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威で譲歩誘う	短距離発射準備を誇示し対話窓口維持	外圧に屈せず抑止で安全を守る	燃料・外貨難で実射は最小限に抑えたい	88.0	41.0	76.0	61.0	66.0	70.0	81.0	31.0	財源不安と安保不安が重なり、将来設計が短期化しやすい
16	RUS	ロシア	Russia	ユーラシア	間接衝突	制裁疲れを狙い継戦	資源迂回と価格駆け引き、対日牽制	外圧下でも雇用と物価を守る	兵站・部品不足と動員疲れが重い	84.0	79.0	73.0	81.0	78.0	77.0	69.0	20.0	物価と税負担観測が重なり、将来不安で挑戦が鈍る
16	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援枠の固定化を最優先	欧米に弾薬・防空・財政の複年支援を要請	長期戦を前提に動員と復旧を同時継続	支援疲れと歳入難、人的損耗が限界	82.0	64.0	78.0	60.0	90.0	64.0	77.0	30.0	長期化で将来像が描きにくく、節約・回避と不安が増える
16	IRN	イラン	Iran	中東	境界的圧力	停戦枠で圧力を維持	制裁緩和を狙い交渉継続、海上示威は限定	抑止を保ちつつ生活防衛を優先する	強硬派・財政・不満で譲歩余地が小さい	64.0	79.0	77.0	61.0	88.0	71.0	75.0	19.0	燃料高と財政不安が重なり、将来設計が縮む
16	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と疲弊抑制	停戦枠は維持し迎撃・サイバーを増強	脅威は継続、生活負担の急増は抑える	戦費と連立維持で財政運用が硬直	66.0	60.0	67.0	73.0	86.0	66.0	71.0	25.0	財政不安と不確実性が重なり、将来設計が縮み就職不安が増す
16	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格下支えと航路抑止	OPEC+供給維持、紅海警戒と仲介継続	歳入確保で改革投資と雇用を守る	増産は値崩れ、強硬は報復で不安定化	58.0	70.0	63.0	41.0	66.0	52.0	68.0	33.0	燃料高と公共更新費で将来不安が増幅、挑戦意欲が萎む
16	EU	欧州連合	European Union	欧州	圧力上昇	規制と景気を両立	対日でAI認証枠組みと調達基準を強化	安全と雇用のため共通基準で守る	加盟国分断で迅速な資金拠出が難しい	56.0	52.0	64.0	60.0	76.0	54.0	63.0	40.0	規制強化で進路選択が保守化し将来像が霞む
17	USA	アメリカ	United States	北米	圧力上昇	同盟負担維持と不満抑え	対日へ防衛・AI規律協調と対中管理要求	AI独占を正し雇用と安保を守る	分断と物価で対外負担増は難しい	76.0	62.0	81.0	90.0	92.0	78.0	80.0	16.0	格差不安が強まり、挑戦より安定志向が増える
17	CHN	中国	China	東アジア	境界的圧力	雇用安定優先で圧力管理	対日部材許認可を選別し投資協調も示唆	利益集中を是正し雇用と技術自立を守る	若年不満増で景気悪化と緊張激化は避けたい	84.0	57.0	90.0	88.0	69.0	83.0	82.0	25.0	企業利益偏在の不信が波及し、雇用不安で将来像が曇る
17	JPN	日本	Japan	東アジア	圧力上昇	分配不信の鎮静を優先	AI規制協調と供給網の同盟調整を強化	成長の果実を回し雇用移行を支える	財政硬直で即効策が限られる	63.0	61.0	82.0	56.0	97.0	71.0	88.0	12.0	上振れ益の偏りが不信を増幅。将来像が描けず挑戦回避が増える
17	TWN	台湾	Taiwan	東アジア	境界的圧力	供給信頼と社会安定を死守	同盟と企業へ供給透明化と分散投資を要請	利益集中是正と雇用不安の緩和を進める	電力・保険・人材が逼迫し増産余地は薄い	74.0	61.0	73.0	69.0	80.0	76.0	66.0	33.0	利益集中不信が不安を増幅し、進路選択が保守化する
17	KOR	韓国	South Korea	東アジア	圧力上昇	産業防衛と分配是正	対米で先端枠と規制整合、対日は供給安定協議	利益集中を是正し雇用と安保を同時に守る	対北抑止と世論で譲歩しにくい	64.0	58.0	82.0	68.0	70.0	61.0	81.0	26.0	雇用悲観と格差感が拡散し、将来設計がさらに細る
17	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威で交渉余地確保	発射準備を誇示し制裁緩和を揺さぶる	外圧と格差に屈せず自力で守る	外貨難で実射・燃料消費は避けたい	90.0	42.0	79.0	64.0	67.0	72.0	84.0	30.0	安保不安にAI格差不信が重なり将来像が縮む
17	RUS	ロシア	Russia	ユーラシア	間接衝突	制裁疲れと分断を誘発	資源価格の揺さぶりと情報戦を強化	外圧下でも国家と雇用を守る	部品不足と動員疲れで長期化が痛い	86.0	82.0	74.0	83.0	80.0	79.0	76.0	18.0	AI格差不信と物価高が結びつき、将来像が描けず萎縮
17	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援継続の制度化を急ぐ	EU・G7へ復興資金と防空の長期枠を要請	不公平を抑え前線と生活を同時に守る	支援疲れと動員負担、格差不満が拡大	83.0	65.0	79.0	62.0	91.0	65.0	80.0	29.0	戦争長期化＋AI利益集中で不公平感が連鎖し、将来設計が萎む
17	IRN	イラン	Iran	中東	境界的圧力	制裁下で抑止と統治維持	停戦枠内で示威継続、交渉で制裁緩和を探る	外圧に屈せず生活を守ると強調	強硬派と財政難で譲歩・分配が詰む	66.0	82.0	79.0	63.0	90.0	73.0	80.0	18.0	燃料高と不信拡散で将来像が曇り、挑戦が先送りに
17	ISR	イスラエル	Israel	中東	間接衝突	抑止優先、社会不満抑制	停戦枠維持しつつ迎撃・サイバー強化	安全保障を守り物価高への支援も続ける	戦費と政治分断で分配改革が進まない	67.0	62.0	71.0	76.0	88.0	69.0	78.0	23.0	利益偏在の不信が波及し、将来の努力回収感が薄れ不安増
17	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と体制安定優先	OPEC+調整継続、紅海警戒と仲介維持	歳入確保で改革投資と雇用を守る	増産は値崩れ、強硬は報復で不安定化	60.0	72.0	66.0	42.0	67.0	54.0	72.0	31.0	物価高と雇用不安が連動し、将来像が描きにくくなる
17	EU	欧州連合	European Union	欧州	圧力上昇	利益配分是正を優先	AI課税・競争規制を強め対日も適用	公正な利益配分で雇用と制度を守る	加盟国の利害差で速度と一貫性が落ちる	55.0	50.0	66.0	62.0	78.0	56.0	67.0	38.0	海外規制と雇用不安が重なり将来設計が萎縮
18	USA	アメリカ	United States	北米	圧力上昇	同盟結束とAI覇権死守	対日へ防衛負担・対中規制同調を要求	雇用と物価を守りつつ同盟で抑止を強化	分断と住宅・生活費で対外負担増は限界	78.0	66.0	83.0	92.0	93.0	79.0	84.0	14.0	住居不安に安保・雇用不確実性が重なり将来展望が縮む
18	CHN	中国	China	東アジア	境界的圧力	雇用と対外圧力を同時管理	対日部材許認可を波状運用、対台抑止誇示	雇用と物価を守り外圧に屈しない	若年不満と不動産調整で景気刺激は限定	86.0	60.0	92.0	90.0	72.0	86.0	85.0	22.0	住居不安の争点化に外部ショックが重なり、将来設計がさらに短期化する
18	JPN	日本	Japan	東アジア	圧力上昇	住居不安の火消しを優先	対米協議でLNG等を確保し調達分散	住居支援を急ぎ雇用移行も支える	財政硬直で恒久策が打ちにくい	64.0	60.0	83.0	57.0	98.0	72.0	90.0	10.0	住居の足場不安が将来像を曇らせ、挑戦回避と分断感が強まる
18	TWN	台湾	Taiwan	東アジア	境界的圧力	供給信頼と抑止を維持	同盟連携で海峡監視強化と供給優先枠調整	分散投資と電力安定で雇用を守る	電力・保険・人材制約で増産は限定的	76.0	63.0	71.0	70.0	79.0	78.0	69.0	32.0	住宅不安の中で供給不確実性が重なり、将来設計が縮む
18	KOR	韓国	South Korea	東アジア	圧力上昇	住居支援で不満吸収	対米で先端枠維持、対日は部材安定協議	住居と雇用を守り安保も緩めない	住居費対策は必要だが財源と対北が重い	63.0	57.0	79.0	66.0	73.0	60.0	84.0	24.0	住居不安が連動し将来設計が萎縮、転職も慎重化
18	PRK	北朝鮮	North Korea	東アジア	境界的圧力	低コスト示威で主導権維持	短距離発射示唆と電波妨害で警戒を持続	対外脅威に備え団結と規律を強化する	外貨・燃料不足で実射と長期危機は避けたい	88.0	41.0	76.0	63.0	66.0	70.0	86.0	29.0	住居不安の争点化に安保警戒が重なり、将来設計が萎む
18	RUS	ロシア	Russia	ユーラシア	間接衝突	制裁疲れの亀裂を拡大	資源輸出を政治化し価格変動を演出	対外圧力下でも安定と雇用を優先	動員疲れと部品不足で長期戦が重い	84.0	80.0	73.0	82.0	79.0	78.0	81.0	17.0	住居不安に物価・安全保障不安が重なり、将来設計が縮む
18	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援の長期枠を固める	EU・G7に防空弾薬と復興債務枠を要請	前線と生活を守るため支援枠を確保する	動員疲労と格差不満、財政の限界が迫る	84.0	66.0	78.0	63.0	92.0	66.0	82.0	28.0	住居不安の争点化に、戦争由来の物価・不公平感が上乗せし将来像が縮む
18	IRN	イラン	Iran	中東	境界的圧力	停戦内で圧力と交渉を併用	航路周辺で示威、制裁緩和交渉を加速	外圧に屈せず治安と物価を守る	財政難と強硬派で譲歩幅が狭い	68.0	86.0	81.0	66.0	92.0	75.0	83.0	16.0	燃料高が家賃不安を増幅し、将来設計が縮む
18	ISR	イスラエル	Israel	中東	間接衝突	抑止維持、内政負担を管理	停戦枠を維持し迎撃・情報戦を強化	安全を優先し物価・住居負担も抑える	戦費と政治分断で分配が遅れる	66.0	61.0	68.0	78.0	86.0	67.0	80.0	24.0	住居不安と物価不安が結びつき、努力の回収感が薄れ将来不安が増す
18	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格管理と安定優先	OPEC+で供給微調整、紅海警戒と仲介継続	歳入を守り改革投資と雇用を維持する	増産は値崩れ、強硬は報復で不安定化	63.0	76.0	68.0	43.0	69.0	56.0	75.0	30.0	住居不安の争点化に物価高が重なり、将来設計が細る
18	EU	欧州連合	European Union	欧州	圧力上昇	規制強化と生活防衛を両立	AI規制適用を維持し対日も整合要求	生活費と住居不安に対応しつつ競争力維持	加盟国間の利害差で迅速な追加支援が難しい	56.0	52.0	64.0	63.0	79.0	57.0	70.0	36.0	住居不安が争点化し、海外規制と相まって将来設計が萎縮
19	USA	アメリカ	United States	北米	圧力上昇	対中抑止と同盟負担増	対日へ防衛増・規制同調と投資要求	雇用確保と抑止維持を同時に進める	分断と物価で外向き負担に限界	71.0	61.0	79.0	89.0	91.0	74.0	82.0	16.0	緊張はやや緩むが規制と雇用不安で将来像が曇る
19	CHN	中国	China	東アジア	圧力上昇	対話で緊張低下も統制継続	対日許認可を選別、対台演習は抑制的	対話を主導し発展と安定を守る	雇用不安と成長鈍化で強硬一辺倒不可	78.0	58.0	88.0	86.0	70.0	80.0	82.0	28.0	軍事不安はやや後退も就活・物価不安が残り将来像が描きにくい
19	JPN	日本	Japan	東アジア	圧力上昇	対話追い風を内政安定へ	対話枠組み維持と供給網分散を継続	緊張は緩むが物価と雇用対策を急ぐ	財政硬直で恒久策が薄い	58.0	56.0	78.0	55.0	96.0	68.0	86.0	12.0	軍事不安は少し減るが、生活費と将来不安が残り挑戦に慎重化
19	TWN	台湾	Taiwan	東アジア	圧力上昇	対話活用で抑止と供給を守る	対話参加と海峡監視継続、供給枠を再調整	緊張は緩むが備えは維持、雇用と電力を守る	電力・保険・対中圧力で増産余地が小さい	68.0	58.0	66.0	64.0	76.0	72.0	63.0	38.0	有事恐怖はやや後退も、供給と雇用の霧で将来設計が揺れる
19	KOR	韓国	South Korea	東アジア	圧力上昇	対話活用し安保と産業防衛	対北抑止は維持しつつ日米と供給網協議	対話は前進、雇用と安保を同時に守る	半導体競争と若者不満、財源が逼迫	56.0	52.0	74.0	62.0	71.0	55.0	78.0	28.0	緊張は少し緩むが、雇用と物価不安で将来設計が慎重化
19	PRK	北朝鮮	North Korea	東アジア	境界的圧力	対話参加しつつ示威維持	対話席に出つつ短距離訓練を誇示	対話は力の上での主導権確保だ	燃料・外貨難で実射拡大は困難	82.0	38.0	72.0	61.0	63.0	68.0	80.0	33.0	緊張は小幅緩むが、周期的不安で将来設計が揺れる
19	RUS	ロシア	Russia	ユーラシア	境界的圧力	対話追い風でも圧力継続	対話を利用し制裁緩和を探り資源供給を調整	対外圧力下でも雇用と物価を守る	戦費と部品不足で余力が細り妥協も必要	78.0	74.0	69.0	80.0	76.0	73.0	77.0	22.0	緊張は少し緩むが物価と雇用不安が残り将来像が曇る
19	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援の継続枠を死守	EU・G7に弾薬継続と復興金融を再要請	戦いと生活を両立し耐久力を守る	動員疲労と財政限界、汚職監視も重荷	82.0	63.0	76.0	62.0	90.0	64.0	79.0	30.0	遠景の戦争継続が物価と不公平感を固定化し、将来設計の確信が削れる
19	IRN	イラン	Iran	中東	圧力上昇	停戦維持し制裁緩和を狙う	航路周辺の警戒を維持し対話窓口を残す	外圧に対抗しつつ物価と治安を守る	財政難と強硬派で妥協が限られる	61.0	82.0	77.0	65.0	90.0	72.0	79.0	18.0	燃料高は続き不安は残るが、対話報道で過度な悲観はやや鈍る
19	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と内政負担の圧縮	停戦枠を維持し情報戦と迎撃を継続	対外脅威は継続、生活費対策も同時に実施	戦費と政治分断で改革が遅れる	63.0	58.0	66.0	79.0	84.0	64.0	78.0	26.0	物価と安全保障不安が残り、若者の将来設計は慎重化
19	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と仲介継続	OPEC+で供給維持、紅海警戒と停戦維持働きかけ	歳入安定で改革投資と治安を両立する	増産は値崩れ、強硬は報復で不安定化	58.0	71.0	64.0	44.0	66.0	53.0	70.0	33.0	物価不安は続くが緊張緩和で恐怖は薄れ、進路の悲観がやや後退
19	EU	欧州連合	European Union	欧州	圧力上昇	規制と成長を両立模索	対日へAI規制整合と共同基準を要求	対話再開でも分断は続く、産業保護で雇用維持	加盟国の温度差で迅速な投資と支援が鈍い	50.0	48.0	61.0	60.0	76.0	55.0	66.0	40.0	軍事不安はやや減るが規制適応負担で将来像が揺れる
20	USA	アメリカ	United States	北米	圧力上昇	AI覇権と同盟負担の再調整	対日へ規制同調と防衛増、AI投資促進	対外競争で技術と雇用を守ると強調	分断と物価で海外関与の余力が細る	73.0	63.0	81.0	90.0	92.0	76.0	84.0	15.0	学校AI格差が不安を増幅。規制・雇用不安で将来像が曇る
20	CHN	中国	China	東アジア	境界的圧力	管理強化で対外摩擦を調整	対日部材許認可を選別、対台圧は維持	外部圧力下でも雇用と安定を守る	成長鈍化で強硬一辺倒は国内に跳ね返る	80.0	60.0	90.0	88.0	72.0	82.0	86.0	26.0	教育AI格差が就活不安と接続し、努力が報われない感が増す
20	JPN	日本	Japan	東アジア	圧力上昇	教育格差是正を優先	AI教育支援の標準化と調達枠を確保	学校AI格差を縮め、進路不安を抑える	恒久財源が乏しく配分争いが激しい	57.0	54.0	82.0	56.0	97.0	66.0	90.0	10.0	環境差が将来不安を増幅。支援が見えぬと挑戦回避が広がる
20	TWN	台湾	Taiwan	東アジア	圧力上昇	抑止維持と供給安定を優先	海峡監視を強化し供給枠と輸送を再設計	緊張下でも産業と生活を守り投資は継続	電力・保険・対中圧力で増産が難しい	66.0	56.0	68.0	62.0	78.0	73.0	67.0	36.0	供給不安が学習AI格差不安を増幅し進路が曇る
20	KOR	韓国	South Korea	東アジア	圧力上昇	技術主権と雇用不安の封じ込め	日米とAI人材・半導体連携枠を拡充	教育投資で格差を抑え雇用転換を支援	財政と世論が割れ、即効性が求められる	58.0	53.0	77.0	60.0	73.0	57.0	82.0	26.0	教育AI格差が将来不安を増幅、進路選択が保守化
20	PRK	北朝鮮	North Korea	東アジア	境界的圧力	対話継続、示威で存在感	対話席は維持し短距離発射準備を誇示	対外圧力に屈せず体制と安全を守る	燃料・外貨難で実射は絞りたい	84.0	40.0	74.0	62.0	64.0	69.0	83.0	32.0	教育AI格差不安に安全保障不安が重なり将来設計が縮む
20	RUS	ロシア	Russia	ユーラシア	間接衝突	戦時経済を維持し圧力分散	資源輸出を調整し制裁回避網を拡大	制裁下でも賃金と供給を守ると強調	戦費・部品不足で妥協余地が狭い	80.0	76.0	72.0	83.0	79.0	75.0	82.0	20.0	学内AI格差不安に物価・雇用不安が重なり将来像が縮む
20	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援枠と復興資金を固守	EU・G7へ弾薬と復興基金の前倒し要請	戦時継続でも教育と生活の最低線を守る	動員疲労と財政逼迫、汚職監視も重い	83.0	64.0	77.0	63.0	91.0	65.0	81.0	29.0	戦争長期化の物価不安に、学内AI格差の焦りが重なり将来像が曇る
20	IRN	イラン	Iran	中東	圧力上昇	停戦維持で制裁緩和を探る	航路威嚇は抑えつつ交渉窓口を維持	外圧に耐えつつ物価と治安を優先する	強硬派と財政難で譲歩幅が小さい	63.0	84.0	78.0	66.0	91.0	73.0	83.0	17.0	燃料高とSNS不安が続き、教育AI格差報道で将来不安が増幅
20	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と技術確保	停戦枠維持、サイバー防衛と輸出管理強化	安全優先を堅持しつつ生活負担を抑える	戦費と分断で教育・若者投資が後回し	64.0	60.0	69.0	82.0	86.0	67.0	83.0	24.0	AI格差の話題が不安を増幅、進路選択が慎重化
20	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定を優先し調整維持	OPEC+で供給調整、紅海航路警戒を継続	歳入を守り改革投資と治安を両立する	増産は値崩れ、強硬は報復で不安定化	60.0	73.0	66.0	45.0	67.0	55.0	74.0	32.0	燃料高が家計と学習機会格差不安を刺激し将来観が曇る
20	EU	欧州連合	European Union	欧州	圧力上昇	教育AI格差を規制で抑制	対日へ教育AIの透明性基準と調達連携要請	公教育の公平確保へAI基準と支援を拡充	加盟国差で財源配分と実装速度が割れる	48.0	46.0	64.0	62.0	74.0	56.0	72.0	38.0	学校AI格差が可視化し進路不安増、適応負担で将来像が曇る
21	USA	アメリカ	United States	北米	圧力上昇	同盟結束とAI覇権の維持	対日へ防衛負担と規制同調を継続要求	競争下で雇用と安全を守ると強調	物価・分断で対外関与の余力が限界	74.0	52.0	78.0	91.0	90.0	74.0	82.0	22.0	燃料安定で息継ぎも、AI・防衛要請が将来不安を残す
21	CHN	中国	China	東アジア	境界的圧力	統制維持で摩擦を選別	対日部材許認可を再調整、対台圧は継続	外圧下でも雇用と秩序を守る	景気鈍化で強硬は失業不安に直結	79.0	52.0	88.0	87.0	71.0	80.0	84.0	28.0	生活費不安は一息でも、就活とAI格差が不信感を残す
21	JPN	日本	Japan	東アジア	圧力上昇	生活安定と抑止の両にらみ	LNG・電力燃料を分散し長期契約を補強	燃料は落ち着くが投資負担は残る。支援継続	恒久財源不足。防衛・物価・若者策が競合	58.0	38.0	78.0	55.0	96.0	62.0	84.0	14.0	生活費不安は一服。ただ将来の雇用と負担感が残り慎重化
21	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止維持と供給安定を継続	同盟と連携し海峡監視と輸送を強化	緊張は続くが生活コストは抑える	電力投資と保険料が増産余力を圧迫	64.0	46.0	63.0	60.0	76.0	70.0	64.0	39.0	燃料不安は和らぐが、供給不透明で将来設計が揺れる
21	KOR	韓国	South Korea	東アジア	圧力上昇	半導体主権と同盟抑止の両立	日米と先端半導体・AI供給枠を再調整	物価は一服、雇用転換と安保を同時支援	若者雇用対策の即効性要求が強い	60.0	41.0	72.0	58.0	70.0	55.0	78.0	28.0	生活不安は少し減るが、職の先行き不安が残る
21	PRK	北朝鮮	North Korea	東アジア	境界的圧力	対話維持、示威は制御	対話枠は維持し発射準備を誇示	圧力下でも抑止力で安全を確保	燃料・外貨難で実射は最小化	82.0	33.0	72.0	61.0	63.0	66.0	81.0	34.0	生活費不安は少し緩むが安保不安で将来設計が硬直
21	RUS	ロシア	Russia	ユーラシア	間接衝突	戦時経済を維持し資源で圧力調整	資源輸出を微調整し制裁回避網を維持	対外圧力下でも雇用と物価を守ると強調	戦費・部品不足で妥協余地が狭い	78.0	62.0	70.0	84.0	77.0	73.0	80.0	28.0	燃料不安は和らぐが、戦争長期化とAI資源不足で将来像は硬い
21	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援固守で継戦と復興準備	EU・G7へ防空弾薬と復興枠継続を要請	前線維持と生活線を守り、復興準備も進める	動員疲労と財政難、支援条件の監視が重い	82.0	52.0	74.0	62.0	90.0	63.0	79.0	31.0	物価不安は一息でも戦争長期化が残り、将来設計が固まりにくい
21	IRN	イラン	Iran	中東	境界的圧力	停戦維持で主導権確保	航路緊張は抑制しつつ交渉で制裁緩和探る	治安と物価を守りつつ外圧に屈しない	強硬派圧力と財政難で妥協余地が狭い	60.0	58.0	74.0	64.0	88.0	70.0	78.0	20.0	燃料不安は一息だが、再燃報道で将来不安と慎重志向が残る
21	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と技術線引き	停戦枠維持、対サイバーと輸出管理を維持	脅威は継続、生活負担は一部緩和する	戦費と政治分断で若者投資が後回し	63.0	49.0	66.0	81.0	84.0	65.0	82.0	26.0	生活不安は少し和らぐが、計算資源不安で将来像が硬直
21	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定を優先し調整継続	OPEC+で増産は小幅、航路警戒と対話維持	歳入安定で改革投資と治安を守る	増産は値崩れ、強硬は報復で不安定化	57.0	49.0	61.0	45.0	64.0	52.0	66.0	36.0	燃料高の急騰は一服。だが将来賃金不安が残り慎重化
